흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
楊鼎新,一力遼,7.5,W+R,2023-09-27,第19回アジア競技大会囲碁男子個人戦1回戦,3600.0,3,30,chinese,ch,jp
楊鼎新,芝野虎丸,7.5,B+R,2023-09-26,第19回アジア競技大会囲碁男子個人戦予選第5戦,3600.0,3,30,chinese,ch,jp
楊鼎新,許皓鋐,7.5,B+R,2023-09-25,第19回アジア競技大会囲碁男子個人戦予選第4戦,3600.0,3,30,chinese,ch,tp
申眞諝,楊鼎新,7.5,B+R,2023-09-24,第19回アジア競技大会囲碁男子個人戦予選第1戦,3600.0,3,30,chinese,kr,ch
王星昊,楊鼎新,6.5,B+R,2023-08-26,第28回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
朴廷桓,廖元赫,6.5,W+R,2025-11-14,第30回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,Japanese,kr,ch
李映九,朴廷桓,6.5,W+R,2023-03-08,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
楊鼎新,劉宇航,7.5,B+R,2023-08-19,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
張強,楊鼎新,7.5,W+R,2023-08-18,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
李軒豪,楊鼎新,7.5,B+R,2023-08-16,第4回王中王囲碁争覇戦第7戦,7200.0,5,60,chinese,ch,ch
楊鼎新,羋昱廷,7.5,B+R,2023-08-15,第4回王中王囲碁争覇戦第6戦,7200.0,5,60,chinese,ch,ch
李維清,楊鼎新,7.5,B+R,2023-08-13,第4回王中王囲碁争覇戦第5戦,7200.0,5,60,chinese,ch,ch
楊鼎新,辜梓豪,7.5,B+R,2023-08-12,第4回王中王囲碁争覇戦第4戦,7200.0,5,60,chinese,ch,ch
李欽誠,楊鼎新,7.5,W+R,2023-08-10,第4回王中王囲碁争覇戦第3戦,7200.0,5,60,chinese,ch,ch
楊鼎新,丁浩,7.5,W+R,2023-08-09,第4回王中王囲碁争覇戦第2戦,7200.0,5,60,chinese,ch,ch
楊鼎新,時越,7.5,B+¾,2023-08-08,第4回王中王囲碁争覇戦第1戦,7200.0,5,60,chinese,ch,ch
楊鼎新,芝野虎丸,7.5,W+R,2023-08-03,第5回夢百合杯世界囲碁オープン戦1回戦,7200.0,5,60,chinese,ch,jp
朴廷桓,朴珉奎,6.5,B+R,2023-03-06,第4期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
屠暁宇,楊鼎新,7.5,W+R,2023-07-07,第24期阿含・桐山杯中国囲碁早碁公開戦準決勝,30.0,10,60,chinese,ch,ch
楊鼎新,許嘉陽,7.5,B+R,2023-07-06,第24期阿含・桐山杯中国囲碁早碁公開戦2回戦,30.0,10,60,chinese,ch,ch
連笑,楊鼎新,7.5,W+R,2023-07-05,第24期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
楊鼎新,謝爾豪,7.5,W+R,2023-06-28,第2回中国囲棋国手戦1回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,安成浚,6.5,W+R,2023-05-31,第28回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,ch,kr
唐韋星,楊鼎新,6.5,W+R,2023-05-19,第9回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
辜梓豪,楊鼎新,7.5,W+R,2023-05-18,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,柯潔,7.5,B+R,2023-05-17,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
李軒豪,楊鼎新,7.5,W+R,2023-05-17,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,楊楷文,7.5,W+R,2023-05-16,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
平田智也,朴廷桓,6.5,W+R,2023-03-03,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
楊鼎新,柁嘉熹,7.5,B+R,2023-05-15,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
趙晨宇,楊鼎新,7.5,W+R,2023-05-13,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,羋昱廷,7.5,B+R,2023-05-12,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,屠暁宇,7.5,W+R,2023-02-18,第24回中国囲碁甲級リーグ5位決定戦第2戦,7200.0,5,60,chinese,ch,ch
楊鼎新,屠暁宇,7.5,W+R,2023-02-17,第24回中国囲碁甲級リーグ5位決定戦第1戦,7200.0,5,60,chinese,ch,ch
許嘉陽,楊鼎新,7.5,B+R,2023-02-12,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
楊鼎新,童夢成,7.5,B+¾,2023-02-11,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
成家業,楊鼎新,7.5,W+R,2023-02-07,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,柯潔,7.5,B+R,2023-02-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
廖元赫,楊鼎新,7.5,W+R,2023-02-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
李昌錫,朴廷桓,6.5,W+R,2023-03-01,第4期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
丁浩,楊鼎新,6.5,B+0.5,2023-02-01,第27回LG杯朝鮮日報棋王戦決勝三番勝負第2局,10800.0,5,40,japanese,ch,ch
楊鼎新,丁浩,6.5,W+R,2023-01-30,第27回LG杯朝鮮日報棋王戦決勝三番勝負第1局,10800.0,5,40,japanese,ch,ch
楊鼎新,李軒豪,7.5,W+R,2022-12-19,第14回春蘭杯世界囲碁選手権3回戦,8700.0,5,60,chinese,ch,ch
申眞諝,楊鼎新,6.5,W+R,2022-11-16,第27回LG杯朝鮮日報棋王戦準決勝,10800.0,5,40,japanese,kr,ch
芝野虎丸,楊鼎新,6.5,W+R,2022-11-14,第27回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,jp,ch
崔精,楊鼎新,6.5,B+R,2022-11-03,第27回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,kr,ch
許家元,楊鼎新,6.5,W+R,2022-11-01,第27回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,jp,ch
楊鼎新,申旻埈,6.5,B+R,2022-10-27,第27回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
楊楷文,楊鼎新,7.5,B+R,2022-10-10,第2期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,japanese,ch,ch
楊鼎新,童夢成,7.5,B+R,2022-10-08,第2期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
韓昇周,朴廷桓,6.5,B+0.5,2023-02-28,第24回マキシムコーヒー杯入神最強戦2回戦,600.0,,,japanese,kr,kr
李欽誠,楊鼎新,7.5,B+R,2022-09-30,第23期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
江維傑,楊鼎新,7.5,W+R,2022-09-18,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
謝爾豪,楊鼎新,7.5,B+¾,2022-09-13,2022CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
王世一,楊鼎新,7.5,W+R,2022-09-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
韓一洲,楊鼎新,7.5,W+R,2022-08-30,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,王星昊,7.5,W+R,2022-08-25,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,陳玉儂,7.5,B+R,2022-08-11,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
陳賢,楊鼎新,7.5,B+R,2022-08-10,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
金明訓,楊鼎新,7.5,W+R,2022-08-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
李欽誠,楊鼎新,7.5,W+R,2022-08-08,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,元晟溱,6.5,B+3.5,2023-02-25,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
丁浩,楊鼎新,7.5,B+R,2022-08-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,許嘉陽,7.5,B+¾,2022-08-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
許皓鋐,楊鼎新,7.5,W+R,2022-08-04,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,tp,ch
楊鼎新,謝爾豪,7.5,W+R,2022-08-03,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
柁嘉熹,楊鼎新,6.5,B+R,2022-07-14,第24回農心杯中国予選,60.0,1,60,japanese,ch,ch
楊鼎新,柯潔,7.5,W+R,2022-06-19,第21回西南棋王戦準決勝,7200.0,5,60,chinese,ch,ch
陳梓健,楊鼎新,7.5,W+R,2022-06-18,第21回西南棋王戦2回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,石豫来,7.5,B+R,2022-06-18,第21回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
朴ジンソル,楊鼎新,6.5,W+R,2022-05-31,第27回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,kr,ch
辜梓豪,楊鼎新,7.5,B+R,2022-05-25,第3回王中王囲碁争覇戦1回戦,7200.0,5,60,chinese,ch,ch
辜梓豪,朴廷桓,6.5,B+R,2023-02-22,第24回農心辛ラーメン杯世界囲碁最強戦第12戦,3600.0,1,60,japanese,ch,kr
王星昊,楊鼎新,7.5,B+R,2022-04-24,第9回衢州・爛柯杯中国囲碁冠軍戦2回戦,7200.0,5,60,chinese,ch,ch
檀嘯,楊鼎新,7.5,W+R,2022-04-23,第9回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
羋昱廷,楊鼎新,7.5,W+R,2022-04-19,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,范廷鈺,7.5,W+R,2022-04-19,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,李軒豪,7.5,B+R,2022-04-16,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,柯潔,7.5,B+¾,2022-04-15,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
楊鼎新,金志錫,7.5,B+R,2022-03-24,第14回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,ch,kr
范胤,楊鼎新,7.5,B+R,2022-02-16,第36期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
申眞諝,楊鼎新,6.5,B+R,2022-02-09,第26回LG杯朝鮮日報棋王戦決勝三番勝負第2局,10800.0,5,40,japanese,kr,ch
楊鼎新,申眞諝,6.5,W+R,2022-02-07,第26回LG杯朝鮮日報棋王戦決勝三番勝負第1局,10800.0,5,40,japanese,ch,kr
柯潔,朴廷桓,6.5,W+0.5,2023-02-21,第24回農心辛ラーメン杯世界囲碁最強戦第11戦,3600.0,1,60,japanese,ch,kr
柁嘉熹,楊鼎新,7.5,B+R,2022-01-12,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
楊鼎新,柁嘉熹,7.5,B+R,2022-01-11,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
柁嘉熹,楊鼎新,7.5,B+¾,2021-12-26,第1期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
陶欣然,楊鼎新,7.5,W+¼,2021-12-24,第1期湾区杯中国囲碁大棋士戦1回戦 ,7200.0,5,60,chinese,ch,ch
楊鼎新,黄雲嵩,7.5,W+R,2021-11-24,第22期阿含・桐山杯中国囲碁早碁公開戦準決勝,30.0,10,60,chinese,ch,ch
童夢成,楊鼎新,7.5,W+R,2021-11-23,第22期阿含・桐山杯中国囲碁早碁公開戦2回戦,30.0,10,60,chinese,ch,ch
楊鼎新,劉宇航,7.5,B+R,2021-11-22,第22期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
楊鼎新,范廷鈺,7.5,W+R,2021-11-17,2021CCTV杯中国囲棋電視快棋戦2回戦,30.0,10,60,chinese,ch,ch
伊淩涛,楊鼎新,7.5,W+R,2021-11-15,2021CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
羋昱廷,楊鼎新,6.5,W+R,2021-11-09,第26回LG杯朝鮮日報棋王戦準決勝,10800.0,5,40,japanese,ch,ch
朴廷桓,井山裕太,6.5,B+2.5,2023-02-20,第24回農心辛ラーメン杯世界囲碁最強戦第10戦,3600.0,1,60,japanese,kr,jp
申旻埈,楊鼎新,6.5,W+R,2021-11-07,第26回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,ch
申眞諝,楊鼎新,6.5,B+R,2021-10-28,第26回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,kr,ch
李昌錫,楊鼎新,6.5,W+R,2021-10-26,第26回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,kr,ch
楊鼎新,金志錫,6.5,B+R,2021-10-23,第26回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
元晟溱,楊鼎新,6.5,W+R,2021-10-21,第26回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,kr,ch
楊鼎新,丁浩,7.5,W+¼,2021-10-18,第17回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第2局,7200.0,,,chinese,ch,ch
丁浩,楊鼎新,7.5,B+R,2021-10-16,第17回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第1局,7200.0,,,chinese,ch,ch
楊鼎新,謝科,6.5,W+R,2021-10-11,第7回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
楊鼎新,胡鈺函,7.5,W+R,2021-09-30,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
韓一洲,楊鼎新,7.5,W+R,2021-09-29,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
張涛,朴廷桓,7.5,W+R,2023-02-18,第24回中国囲碁甲級リーグ3位決定戦第2戦,7200.0,5,60,chinese,ch,kr
楊鼎新,范廷鈺,7.5,B+R,2021-09-28,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
童夢成,楊鼎新,7.5,W+R,2021-09-26,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,柁嘉熹,7.5,B+R,2021-09-25,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
伊淩涛,楊鼎新,7.5,B+R,2021-08-02,第16期中国囲碁棋王争覇戦2回戦,7200.0,5,60,chinese,ch,ch
陶欣然,楊鼎新,7.5,W+R,2021-07-29,第16期中国囲碁棋王争覇戦1回戦,7200.0,5,60,chinese,ch,ch
李欽誠,楊鼎新,6.5,B+R,2021-07-28,第23回農心杯中国予選,3600.0,1,60,japanese,ch,ch
辜梓豪,楊鼎新,7.5,W+R,2021-07-15,第17回倡棋杯中国プロ囲碁選手権戦準決勝第3局,7200.0,,,chinese,ch,ch
楊鼎新,辜梓豪,7.5,W+R,2021-07-14,第17回倡棋杯中国プロ囲碁選手権戦準決勝第2局,7200.0,,,chinese,ch,ch
辜梓豪,楊鼎新,7.5,W+R,2021-07-12,第17回倡棋杯中国プロ囲碁選手権戦準決勝第1局,7200.0,,,chinese,ch,ch
姜東潤,楊鼎新,7.5,W+R,2021-06-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
朴廷桓,楊鼎新,6.5,B+R,2025-11-13,第30回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,Japanese,kr,ch
朴廷桓,檀嘯,7.5,B+¾,2023-02-17,第24回中国囲碁甲級リーグ3位決定戦第1戦,7200.0,5,60,chinese,kr,ch
丁浩,楊鼎新,7.5,B+R,2021-06-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,羋昱廷,7.5,B+R,2021-06-09,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申眞諝,楊鼎新,7.5,B+¾,2021-06-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
楊鼎新,朴廷桓,7.5,W+R,2021-06-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
金志錫,楊鼎新,6.5,W+R,2021-06-02,第26回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,kr,ch
柯潔,楊鼎新,7.5,W+R,2021-05-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,李維清,7.5,B+R,2021-05-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
謝爾豪,楊鼎新,7.5,W+R,2021-05-10,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,申旻埈,7.5,W+¼,2021-05-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
辜梓豪,楊鼎新,7.5,B+R,2021-05-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
洪茂鎭,朴廷桓,6.5,W+R,2023-02-15,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
楊鼎新,羋昱廷,7.5,B+R,2021-04-26,第20回西南棋王戦決勝,7200.0,5,60,chinese,ch,ch
唐韋星,楊鼎新,7.5,W+R,2021-04-26,第20回西南棋王戦準決勝,7200.0,5,60,chinese,ch,ch
古力,楊鼎新,7.5,W+R,2021-04-25,第20回西南棋王戦2回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,鄭載想,7.5,B+R,2021-04-25,第20回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,党毅飛,7.5,B+¾,2021-04-22,第17回倡棋杯中国プロ囲碁選手権戦3回戦,7200.0,,,chinese,ch,ch
謝爾豪,楊鼎新,7.5,W+R,2021-04-20,第17回倡棋杯中国プロ囲碁選手権戦2回戦,7200.0,,,chinese,ch,ch
楊鼎新,陳賢,7.5,B+2¾,2021-04-19,第17回倡棋杯中国プロ囲碁選手権戦1回戦,7200.0,,,chinese,ch,ch
楊鼎新,辜梓豪,7.5,W+R,2021-04-17,第35期中国囲棋天元戦挑戦手合三番勝負第3局,9900.0,5,60,chinese,ch,ch
楊鼎新,辜梓豪,7.5,W+R,2021-04-16,第35期中国囲棋天元戦挑戦手合三番勝負第2局,9900.0,5,60,chinese,ch,ch
辜梓豪,楊鼎新,7.5,W+R,2021-04-15,第35期中国囲棋天元戦挑戦手合三番勝負第1局,9900.0,5,60,chinese,ch,ch
黄雲嵩,朴廷桓,7.5,W+R,2023-02-15,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
申眞諝,楊鼎新,6.5,B+R,2021-02-23,第22回農心辛ラーメン杯世界囲碁最強戦第11戦,3600.0,1,60,japanese,kr,ch
楊鼎新,許嘉陽,7.5,W+R,2021-01-08,第8回衢州・爛柯杯中国囲碁冠軍戦決勝,7200.0,5,60,chinese,ch,ch
陶欣然,楊鼎新,7.5,W+¼,2021-01-06,第8回衢州・爛柯杯中国囲碁冠軍戦準決勝,7200.0,5,60,chinese,ch,ch
伊淩涛,楊鼎新,7.5,W+R,2021-01-05,第8回衢州・爛柯杯中国囲碁冠軍戦3回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,羋昱廷,7.5,B+R,2020-12-23,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
黄昕,楊鼎新,7.5,W+R,2020-12-22,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
楊鼎新,卞相壹,7.5,W+R,2020-12-18,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
許嘉陽,楊鼎新,7.5,W+R,2020-12-17,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
楊鼎新,陳耀燁,7.5,B+R,2020-12-16,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
楊鼎新,柁嘉熹,7.5,W+R,2020-12-14,第22回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
朴廷桓,趙晨宇,7.5,W+¼,2023-02-14,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
楊鼎新,陳耀燁,7.5,W+R,2020-12-13,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
江維傑,楊鼎新,7.5,W+R,2020-12-12,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,李維清,7.5,W+R,2020-12-11,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申眞諝,楊鼎新,7.5,W+R,2020-12-09,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
楊鼎新,丁浩,7.5,W+R,2020-12-08,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
童夢成,楊鼎新,7.5,B+R,2020-12-07,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
柯潔,楊鼎新,7.5,W+R,2020-12-06,第22回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
連笑,楊鼎新,7.5,W+R,2020-12-03,第34期中国囲棋天元戦挑戦手合三番勝負第3局,9900.0,5,60,chinese,ch,ch
楊鼎新,連笑,7.5,B+R,2020-12-02,第34期中国囲棋天元戦挑戦手合三番勝負第2局,9900.0,5,60,chinese,ch,ch
連笑,楊鼎新,7.5,B+R,2020-11-30,第34期中国囲棋天元戦挑戦手合三番勝負第1局,9900.0,5,60,chinese,ch,ch
朴廷桓,党毅飛,7.5,B+R,2023-02-12,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
楊鼎新,丁浩,7.5,B+R,2020-11-18,第8回衢州・爛柯杯中国囲碁冠軍戦2回戦,7200.0,5,60,chinese,ch,ch
楊鼎新,謝爾豪,7.5,B+¾,2020-11-16,第8回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,楊鼎新,6.5,B+R,2020-11-09,第25回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,ch
楊鼎新,柯潔,6.5,W+R,2020-10-31,第25回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,ch
楊鼎新,李維清,6.5,B+R,2020-10-30,第25回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,ch,ch
姜知勲,楊鼎新,6.5,W+R,2020-10-28,第25回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,kr,ch
金彩瑛,楊鼎新,6.5,W+R,2020-10-27,第25回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,kr,ch
唐韋星,楊鼎新,7.5,B+R,2020-10-11,第2回王中王囲碁争覇戦準決勝,7200.0,5,60,chinese,ch,ch
楊鼎新,連笑,7.5,B+R,2020-10-10,第2回王中王囲碁争覇戦1回戦,7200.0,5,60,chinese,ch,ch
孟泰齢,楊鼎新,7.5,B+R,2020-09-21,2020CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
朴廷桓,廖元赫,7.5,B+¾,2023-02-11,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
楊鼎新,謝科,8.0,W+R,2020-09-09,第9回応氏杯世界選手権2回戦,7200.0,,,chinese,ch,ch
芝野虎丸,楊鼎新,8.0,W+5,2020-09-08,第9回応氏杯世界選手権1回戦,7200.0,,,chinese,jp,ch
楊鼎新,謝爾豪,7.5,W+R,2020-09-01,第22回中国囲碁甲級リーグ第8節,7200.0,5,60,chinese,ch,ch
朴廷桓,楊鼎新,7.5,B+R,2020-08-31,第22回中国囲碁甲級リーグ第7節,7200.0,5,60,chinese,kr,ch
楊鼎新,陳梓健,7.5,B+R,2020-08-30,第22回中国囲碁甲級リーグ第6節,7200.0,5,60,chinese,ch,ch
成家業,楊鼎新,7.5,W+2¼,2020-08-29,第22回中国囲碁甲級リーグ第5節,7200.0,5,60,chinese,ch,ch
楊鼎新,辜梓豪,7.5,W+R,2020-08-27,第22回中国囲碁甲級リーグ第4節,7200.0,5,60,chinese,ch,ch
李成森,楊鼎新,7.5,W+R,2020-08-26,第22回中国囲碁甲級リーグ第3節,7200.0,5,60,chinese,ch,ch
楊鼎新,申旻埈,7.5,B+R,2020-08-25,第22回中国囲碁甲級リーグ第2節,7200.0,5,60,chinese,ch,kr
羋昱廷,楊鼎新,7.5,W+R,2020-08-24,第22回中国囲碁甲級リーグ第1節,7200.0,5,60,chinese,ch,ch
辜梓豪,朴廷桓,7.5,B+R,2023-02-10,第24回中国囲碁甲級リーグプレーオフ（再対局）,7200.0,5,60,chinese,ch,kr
楊鼎新,卞相壹,7.5,W+R,2020-07-31,第13回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,ch,kr
楊鼎新,廖元赫,7.5,W+R,2020-06-14,第19回西南棋王戦1回戦,7200.0,5,60,chinese,ch,ch
李東勲,楊鼎新,6.5,W+R,2020-06-05,第25回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,kr,ch
楊鼎新,偰玹準,6.5,B+R,2020-06-02,第25回LG杯朝鮮日報棋王戦1回戦,10800.0,5,40,japanese,ch,ch
楊鼎新,李軒豪,7.5,B+R,2020-01-14,第34期中国囲棋天元戦挑戦者決定戦,9900.0,5,60,chinese,ch,ch
楊鼎新,范廷鈺,7.5,B+¾,2020-01-12,第34期中国囲棋天元戦準決勝,9900.0,5,60,chinese,ch,ch
時越,楊鼎新,7.5,W+R,2020-01-10,第34期中国囲棋天元戦3回戦,9900.0,5,60,chinese,ch,ch
趙晨宇,楊鼎新,7.5,W+R,2020-01-08,第34期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
朴珉奎,朴廷桓,6.5,W+R,2026-03-21,2025-2026韓国囲碁リーグプレーオフ,60.0,,,japanese,kr,kr
金恩持,党毅飛,6.5,W+R,2026-03-21,2025-2026韓国囲碁リーグプレーオフ,60.0,,,japanese,kr,ch
辜梓豪,朴廷桓,7.5,B+R,2023-02-10,第24回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
金明訓,李元道,6.5,B+R,2026-03-23,第6期ソパルコサノル最高棋士決定戦16強戦,3600.0,,,japanese,kr,kr
金明訓,卞相壹,6.5,W+R,2026-03-16,第27回マキシムコーヒー杯入神最強戦準決勝,600.0,,,japanese,kr,kr
金明訓,朴珉奎,6.5,W+R,2026-03-06,第31回GSカルテックス杯プロ棋戦1回戦,1800.0,,,japanese,kr,kr
崔精,金明訓,6.5,W+R,2026-03-02,第27回マキシムコーヒー杯入神最強戦3回戦,600.0,,,japanese,kr,kr
金明訓,趙相衍,6.5,B+R,2026-02-24,第6期ソパルコサノル最高棋士決定戦予選,3600.0,,,japanese,kr,kr
金明訓,趙漢乗,6.5,B+R,2026-02-16,第27回マキシムコーヒー杯入神最強戦2回戦,600.0,,,japanese,kr,kr
金明訓,申旻埈,6.5,W+R,2026-02-08,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
姜東潤,金明訓,6.5,W+R,2026-01-31,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
